id,species,source,url,common_name,abundance,status,family,notes
pandion_haliaetus_00154,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/img_5121.jpg?itok=KBq76knf,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00155,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/ar7q8423_krsiak.jpg?itok=T0Hkgb0u,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00156,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/ar7q8415_krsiak.jpg?itok=LyjAkZ-r,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00157,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/ar7q8995_krsiak.jpg?itok=R3HjJGy2,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00158,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/ar7q9008_krsiak.jpg?itok=1zhJh8tW,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00159,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/ar7q8335_krsiak.jpg?itok=ZCLGqsr-,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00160,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/img_4517.jpg?itok=tXApKAE8,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00161,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/krsiak_2.jpg?itok=H1GoD99J,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00162,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/img_4515_0.jpg?itok=shbrkqPg,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00163,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/ar7q8166.jpg?itok=ei_g-Vf-,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00164,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/ar7q8157.jpg?itok=POjdXIdt,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00165,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/img_7344w.jpg?itok=cvaAEj4Y,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00166,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/fischadler4_logo.jpg?itok=7ctQD7xq,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00167,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/dsc_5884b.jpg?itok=0Pfb77b8,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00168,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/1o3a6845fischadlera.jpg?itok=TQvpn9i1,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00169,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/dsc00162.jpg?itok=FxZt0O7n,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00170,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/osprey-dusan-brinkhuizen-ibc.jpg?itok=TxPx7fm6,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00171,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/897_eastern_osprey_pandion_cristatus_honiara_guadalcanal_solomon_islands_20150723_5_1000.jpg?itok=631i6GpN,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00172,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/897_eastern_osprey_pandion_cristatus_honiara_guadalcanal_solomon_islands_20150723_3_1000.jpg?itok=gWVUSX_c,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00173,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/897_eastern_osprey_pandion_cristatus_honiara_guadalcanal_solomon_islands_20150723_2_1000.jpg?itok=INhVJvd3,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00174,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/897_eastern_osprey_pandion_cristatus_honiara_guadalcanal_solomon_islands_20150723_1_1000.jpg?itok=qtGOmoPq,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00175,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/e72_6395.jpg?itok=3HYgu-pv,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00176,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/dsc_0144.jpg?itok=AkM_ZjBS,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00177,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/pandion-haliaetus10.jpg?itok=JZwXfF1l,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00178,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/pandion-haliaetus9.jpg?itok=u8iEkE_C,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00179,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/pandion-haliaetus8.jpg?itok=nUWCWxoU,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00180,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/pandion-haliaetus7.jpg?itok=pYiy2Wa7,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00181,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/pandion-haliaetus5.jpg?itok=iQX45SWj,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00182,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/pandion-haliaetus4.jpg?itok=ow_FlJjd,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00183,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/pandion-haliaetus3.jpg?itok=Nd5ky8LA,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00184,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/pandionhaliaetus2.jpg?itok=hBfzKJWh,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00185,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/pandion_haliaetus1.jpg?itok=Vf7UHM8N,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00186,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/72d_0090_bewerkt-1.jpg?itok=-VcfUyfI,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00187,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/osprey_2014_bh_60d_-_silver_city.jpg?itok=vgbcFJbs,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00188,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/dsc_0636.jpg?itok=NWnC2FC2,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00189,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/dsc_0644.jpg?itok=NJKz74f9,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00190,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/osprey_jm.jpg?itok=wIokdGrh,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00191,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/2016_06_30_pandion_haliaetus_0.jpg?itok=ePjQ9TQT,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00192,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/osprey_8718.jpg?itok=7c1-F5To,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00193,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/dsc_5821a.jpg?itok=BQlf-5vQ,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00194,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/2016_06_30_pandion_haliaetus.jpg?itok=18cee5vb,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00195,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/osprey_cdl.jpg?itok=SqDZihDt,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00196,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/balbusard.jpg?itok=5gi5EbDy,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00197,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/IMG_0504o053016.JPG?itok=bRcnlnSb,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00198,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/IMG_9348_0.JPG?itok=lw6rpJeP,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00199,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/IMG_9001.jpg?itok=vTXngltd,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00200,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/Osprey_Rottnest_Island__1.JPG?itok=rwVoDfji,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00201,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/DSC_4202b.jpg?itok=aLMevHNy,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00202,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/_MG_1726_Ooops_Osprey.jpg?itok=gY3lLzx6,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00203,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/IMG_9927osprey1.jpg?itok=dzvq6HJ-,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00204,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/Ridgeways_Osprey.jpg?itok=bsjZxI87,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00205,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/BF6E9560_Osprey.jpg?itok=Md-idyqj,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00206,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/2016-02-21_3H2A7919.JPG?itok=9Bb-4UOr,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00207,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/DSC_6595.jpg?itok=Wl0WD2E8,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00208,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/osprey_wings_fish_call_evgl_fl_2_20_16_A_A61T8457.jpg?itok=VJpnHvvp,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00209,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/DSCN5282.JPG?itok=6P--2GJw,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00210,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/DSC_5646_1.jpg?itok=uLKnGiFL,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00211,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/72D_3254a.jpg?itok=f_onwrkw,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00212,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/Screen_shot_2016-02-13_at_10.24.11_AM.png?itok=Y6oElDDL,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00213,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/Osprey91.jpg?itok=y7JUIJIZ,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00214,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/IMG_0136a.jpg?itok=isjFiTYf,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00215,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/Osprey_Pandion_haliaetus_7.jpg?itok=pkW-9RIK,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00216,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/003A...DSCN3724...Crecerelle.Osprey...JWC...31.12.2015_2.jpg?itok=UrM5pkvG,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00217,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/OspreyDSC4805.JPG?itok=AhaOEzdK,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00218,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/9P9A8815.JPG?itok=KC0SaMeC,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00219,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/osprey_5.jpg?itok=3fgHZYRJ,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00220,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/image_21.jpeg?itok=GON_rDTt,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00221,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/DSC_0636b.jpg?itok=rzKs-UCo,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00222,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/DSC_0650b.jpg?itok=qPwlphRB,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00223,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/IMG_9855_Osprey_Ad.jpg?itok=RuecLilp,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00224,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/Pandion_haliaetus_Photo_P_Brichetti.jpg?itok=qPive47h,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00225,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/Pandion_haliaetus_Sardinia_P_Brichetti.jpg?itok=bpxP2pC7,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00226,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/Fischadler_121_-_Kopie.JPG?itok=giAGMAee,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00227,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/IMG_9898.JPG?itok=gxAujC9r,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00228,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/Eastern_Osprey_fish_4_May_13.jpg?itok=zA3s_8CW,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00229,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/_DSC0762.jpg?itok=FQN8J_wP,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00230,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/DSC_0308.jpg?itok=DFEPyvKl,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00231,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/DSC_0305.jpg?itok=H0hkyzZa,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00232,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/Eastern_Osprey_22_Jun_2013.jpg?itok=KVvKd54W,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00233,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/Eastern_Osprey_26_May.jpg?itok=2T004dR2,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00234,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/Osprey_Caraquet_Penisula.jpg?itok=WH94X0AC,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00235,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/osprey_fac_bust_hugo_fl_8_16_15_A_A61T5154.jpg?itok=mAgschxR,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00236,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/ospreyfishturnmerrisfl103114AA61T1422.jpg?itok=T5BlWOF1,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00237,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/Osprey_7.jpg?itok=vAYPePH9,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00238,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/Pandion_haliaetus4-FortMyers-FL-22-7-15-ASilveira.jpg?itok=NUbD61sp,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00239,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/Pandion_haliaetus1-FortMyers-FL-22-7-15-ASilveira.jpg?itok=Q6uPnY8Z,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00240,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/Pandion_haliaetus-3-FortMyers-FL-21-7-15-ASilveira.jpg?itok=AbCP-WTk,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00241,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/Pandion_haliaetus-2-FortMyers-FL-21-7-15-ASilveira.jpg?itok=Ag5e9K4e,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00242,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/IMG_1508_1.JPG?itok=nbUqgGj4,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00243,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/735dsc_0185dsc_0185a.jpg?itok=vc7KHgkG,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00244,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/falco-pescatore-con-carpa.jpg?itok=zPNGTfFq,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00245,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/pescadoranuevazoom.jpg?itok=UBcvI5uk,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00246,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/PSX_20150703_160925.jpg?itok=-2rY9Llc,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00247,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/_DSC0287.jpg?itok=uz0JezHM,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00248,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/_DSC0281.jpg?itok=gcCAIGz4,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00249,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/Osprey_6.jpg?itok=BxKTvhzS,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00250,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/IMG_0823.JPG?itok=fFM-d5vL,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00251,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/Ospreys_Mating.jpg?itok=G1QVKmmw,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00252,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/Osprey_By_Linda_Freedombird.jpg?itok=uMLDnxxq,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00253,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/IMG_0522o050715.JPG?itok=NOTLBT1r,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00254,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/Screen_shot_2015-04-26_at_12.54.15_AM.png?itok=vuNBlGXj,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00255,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/IMG_8170o041815.JPG?itok=wQviU2nH,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00256,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/IMG_8139o041815.JPG?itok=zoWibMya,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00257,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/IMG_8154o041815.JPG?itok=Uyc2TC2_,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00258,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/a4_0.jpg?itok=lioX6aA8,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00259,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/Osprey2_Cuba_06_abril_2004.jpg?itok=zJdsR5uE,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00260,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/Osprey1_Cuba_06_abril_2004.jpg?itok=TGNL21T4,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00261,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/0R2A2381_800x418.jpg?itok=MhV2Lc79,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00262,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/AR7Q8326.jpg?itok=c5sKJZ9W,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00263,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/AR7Q8414.jpg?itok=e0Yi--Lu,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00264,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/AR7Q8404.jpg?itok=z4iA_P6Y,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00265,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/AR7Q8189a.jpg?itok=nhczjNdN,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00266,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/AR7Q4044.jpg?itok=oLVLE2_4,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00267,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/AR7Q2353.jpg?itok=wGxkyQ1W,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00268,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/AR7Q2346a.jpg?itok=8mD6RstT,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00269,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/AR7Q2350.jpg?itok=Yax_SG-Q,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00270,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/Pandion_haliaetus3-OletaPk-MiamiUSA-13-3-15-ASilveira.jpg?itok=RvyJQA85,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00271,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/Pandion_haliaetus6-OletaPk-MiamiUSA-13-3-15-ASilveira.jpg?itok=JWCD-SoR,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00272,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/Pandion_haliaetus_1-OletaPk-MiamiUSA-13-3-15-ASilveira.jpg?itok=WSAjNOr_,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00273,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/IMG_5969.JPG?itok=g0FraKTl,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00274,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/2006-09-13_346-06_Santa_Rosalia_Pandion_haliaetus_corr.JPG?itok=KUaMBCMH,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00275,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/IMG_5970_1.JPG?itok=-jTNOnXg,Western Osprey,C,NBV,Pandionidae,-
pandion_haliaetus_00276,pandion haliaetus,ibc,https://www.hbw.com/sites/default/files/styles/ibc_1k/public/ibc/p/_DSC6992.jpg?itok=i5sta-Vc,Western Osprey,C,NBV,Pandionidae,-
